mes_compra,p_compra,mes_venta,p_venta,usd,pesos_final,ganancia,error_ganancia,error_ganancia_pct
Ene-2022,822.05,Feb-2022,807.07,1216.55,981751.82,-18248.18,144.86,0.79
Ene-2022,822.05,Mar-2022,799.19,1216.55,972019.46,-27980.54,290.21,1.04
Ene-2022,822.05,Abr-2022,815.12,1216.55,991484.18,-8515.82,206.27,2.42
Ene-2022,822.05,May-2022,849.39,1216.55,1032846.72,32846.72,537.06,1.64
Ene-2022,822.05,Jun-2022,857.77,1216.55,1043795.62,43795.62,343.37,0.78
Ene-2022,822.05,Jul-2022,953.71,1216.55,1160583.94,160583.94,423.50,0.26
Ene-2022,822.05,Ago-2022,904.35,1216.55,1099756.69,99756.69,492.52,0.49
Ene-2022,822.05,Sep-2022,921.01,1216.55,1120437.96,120437.96,80.31,0.07
Ene-2022,822.05,Oct-2022,955.89,1216.55,1163017.03,163017.03,204.57,0.13
Ene-2022,822.05,Nov-2022,917.05,1216.55,1115571.78,115571.78,128.68,0.11
Ene-2022,822.05,Dic-2022,875.66,1216.55,1065693.43,65693.43,478.61,0.73
Ene-2022,822.05,Ene-2023,826.34,1216.55,1004866.18,4866.18,474.57,9.75
Ene-2022,822.05,Feb-2023,798.26,1216.55,970802.92,-29197.08,375.25,1.29
Ene-2022,822.05,Mar-2023,809.50,1216.55,985401.46,-14598.54,668.58,4.58
Ene-2022,822.05,Abr-2023,803.84,1216.55,978102.19,-21897.81,254.18,1.16
Ene-2022,822.05,May-2023,798.64,1216.55,972019.46,-27980.54,497.28,1.78
Ene-2022,822.05,Jun-2023,799.87,1216.55,973236.01,-26763.99,217.37,0.81
Ene-2022,822.05,Jul-2023,813.40,1216.55,989051.09,-10948.91,546.54,4.99
Ene-2022,822.05,Ago-2023,855.66,1216.55,1041362.53,41362.53,477.13,1.15
Ene-2022,822.05,Sep-2023,884.40,1216.55,1075425.79,75425.79,551.81,0.73
Ene-2022,822.05,Oct-2023,926.35,1216.55,1126520.68,126520.68,494.15,0.39
Ene-2022,822.05,Nov-2023,886.61,1216.55,1079075.43,79075.43,540.29,0.68
Ene-2022,822.05,Dic-2023,874.67,1216.55,1064476.89,64476.89,466.36,0.72
Ene-2022,822.05,Ene-2024,907.99,1216.55,1104622.87,104622.87,79.35,0.08
Ene-2022,822.05,Feb-2024,963.44,1216.55,1171532.85,171532.85,606.29,0.35
Ene-2022,822.05,Mar-2024,967.93,1216.55,1177615.57,177615.57,156.79,0.09
Ene-2022,822.05,Abr-2024,960.14,1216.55,1167883.21,167883.21,241.33,0.14
Ene-2022,822.05,May-2024,917.88,1216.55,1116788.32,116788.32,213.93,0.18
Ene-2022,822.05,Jun-2024,926.08,1216.55,1126520.68,126520.68,165.83,0.13
Ene-2022,822.05,Jul-2024,937.56,1216.55,1141119.22,141119.22,604.94,0.43
Ene-2022,822.05,Ago-2024,929.90,1216.55,1131386.86,131386.86,190.48,0.14
Ene-2022,822.05,Sep-2024,926.21,1216.55,1126520.68,126520.68,323.94,0.26
Ene-2022,822.05,Oct-2024,933.81,1216.55,1136253.04,136253.04,300.30,0.22
Ene-2022,822.05,Nov-2024,971.60,1216.55,1182481.75,182481.75,558.74,0.31
Ene-2022,822.05,Dic-2024,982.30,1216.55,1194647.20,194647.20,437.51,0.22
Ene-2022,822.05,Ene-2025,1000.76,1216.55,1216545.01,216545.01,997.87,0.46
Ene-2022,822.05,Feb-2025,956.62,1216.55,1164233.58,164233.58,533.28,0.32
Ene-2022,822.05,Mar-2025,932.55,1216.55,1135036.50,135036.50,616.75,0.46
Ene-2022,822.05,Abr-2025,961.96,1216.55,1170316.30,170316.30,119.85,0.07
Ene-2022,822.05,May-2025,941.01,1216.55,1144768.86,144768.86,81.79,0.06
Ene-2022,822.05,Jun-2025,938.04,1216.55,1141119.22,141119.22,118.07,0.08
Ene-2022,822.05,Jul-2025,951.55,1216.55,1158150.85,158150.85,618.15,0.39
Ene-2022,822.05,Ago-2025,966.30,1216.55,1175182.48,175182.48,436.33,0.25
Ene-2022,822.05,Sep-2025,960.37,1216.55,1167883.21,167883.21,520.98,0.31
Ene-2022,822.05,Oct-2025,953.97,1216.55,1160583.94,160583.94,107.09,0.07
Ene-2022,822.05,Nov-2025,935.70,1216.55,1138686.13,138686.13,434.34,0.31
Ene-2022,822.05,Dic-2025,916.16,1216.55,1114355.23,114355.23,262.39,0.23
Feb-2022,807.07,Mar-2022,799.19,1239.16,990086.74,-9913.26,321.26,3.24
Feb-2022,807.07,Abr-2022,815.12,1239.16,1009913.26,9913.26,236.27,2.38
Feb-2022,807.07,May-2022,849.39,1239.16,1052044.61,52044.61,574.30,1.10
Feb-2022,807.07,Jun-2022,857.77,1239.16,1063197.03,63197.03,377.30,0.60
Feb-2022,807.07,Jul-2022,953.71,1239.16,1182156.13,182156.13,462.00,0.25
Feb-2022,807.07,Ago-2022,904.35,1239.16,1120198.27,120198.27,530.70,0.44
Feb-2022,807.07,Sep-2022,921.01,1239.16,1141263.94,141263.94,111.38,0.08
Feb-2022,807.07,Oct-2022,955.89,1239.16,1184634.45,184634.45,239.07,0.13
Feb-2022,807.07,Nov-2022,917.05,1239.16,1136307.31,136307.31,160.51,0.12
Feb-2022,807.07,Dic-2022,875.66,1239.16,1085501.86,85501.86,515.63,0.60
Feb-2022,807.07,Ene-2023,826.34,1239.16,1023543.99,23543.99,509.92,2.17
Feb-2022,807.07,Feb-2023,798.26,1239.16,988847.58,-11152.42,407.84,3.66
Feb-2022,807.07,Mar-2023,809.50,1239.16,1003717.47,3717.47,707.02,19.02
Feb-2022,807.07,Abr-2023,803.84,1239.16,996282.53,-3717.47,284.72,7.66
Feb-2022,807.07,May-2023,798.64,1239.16,990086.74,-9913.26,532.17,5.37
Feb-2022,807.07,Jun-2023,799.87,1239.16,991325.90,-8674.10,247.10,2.85
Feb-2022,807.07,Jul-2023,813.40,1239.16,1007434.94,7434.94,582.80,7.84
Feb-2022,807.07,Ago-2023,855.66,1239.16,1060718.71,60718.71,513.48,0.85
Feb-2022,807.07,Sep-2023,884.40,1239.16,1095415.12,95415.12,590.45,0.62
Feb-2022,807.07,Oct-2023,926.35,1239.16,1147459.73,147459.73,533.06,0.36
Feb-2022,807.07,Nov-2023,886.61,1239.16,1099132.59,99132.59,578.82,0.58
Feb-2022,807.07,Dic-2023,874.67,1239.16,1084262.70,84262.70,503.12,0.60
Feb-2022,807.07,Ene-2024,907.99,1239.16,1125154.89,125154.89,109.98,0.09
Feb-2022,807.07,Feb-2024,963.44,1239.16,1193308.55,193308.55,648.48,0.34
Feb-2022,807.07,Mar-2024,967.93,1239.16,1199504.34,199504.34,190.78,0.10
Feb-2022,807.07,Abr-2024,960.14,1239.16,1189591.08,189591.08,276.63,0.15
Feb-2022,807.07,May-2024,917.88,1239.16,1137546.47,137546.47,247.38,0.18
Feb-2022,807.07,Jun-2024,926.08,1239.16,1147459.73,147459.73,198.65,0.13
Feb-2022,807.07,Jul-2024,937.56,1239.16,1162329.62,162329.62,646.30,0.40
Feb-2022,807.07,Ago-2024,929.90,1239.16,1152416.36,152416.36,223.88,0.15
Feb-2022,807.07,Sep-2024,926.21,1239.16,1147459.73,147459.73,359.69,0.24
Feb-2022,807.07,Oct-2024,933.81,1239.16,1157372.99,157372.99,335.87,0.21
Feb-2022,807.07,Nov-2024,971.60,1239.16,1204460.97,204460.97,600.33,0.29
Feb-2022,807.07,Dic-2024,982.30,1239.16,1216852.54,216852.54,477.18,0.22
Feb-2022,807.07,Ene-2025,1000.76,1239.16,1239157.37,239157.37,1048.52,0.44
Feb-2022,807.07,Feb-2025,956.62,1239.16,1185873.61,185873.61,573.92,0.31
Feb-2022,807.07,Mar-2025,932.55,1239.16,1156133.83,156133.83,658.17,0.42
Feb-2022,807.07,Abr-2025,961.96,1239.16,1192069.39,192069.39,152.96,0.08
Feb-2022,807.07,May-2025,941.01,1239.16,1166047.09,166047.09,113.53,0.07
Feb-2022,807.07,Jun-2025,938.04,1239.16,1162329.62,162329.62,150.38,0.09
Feb-2022,807.07,Jul-2025,951.55,1239.16,1179677.82,179677.82,660.20,0.37
Feb-2022,807.07,Ago-2025,966.30,1239.16,1197026.02,197026.02,475.45,0.24
Feb-2022,807.07,Sep-2025,960.37,1239.16,1189591.08,189591.08,561.49,0.30
Feb-2022,807.07,Oct-2025,953.97,1239.16,1182156.13,182156.13,139.71,0.08
Feb-2022,807.07,Nov-2025,935.70,1239.16,1159851.30,159851.30,472.46,0.30
Feb-2022,807.07,Dic-2025,916.16,1239.16,1135068.15,135068.15,296.68,0.22
Mar-2022,799.19,Abr-2022,815.12,1251.56,1020025.03,20025.03,392.67,1.96
Mar-2022,799.19,May-2022,849.39,1251.56,1062578.22,62578.22,740.50,1.18
Mar-2022,799.19,Jun-2022,857.77,1251.56,1073842.30,73842.30,543.23,0.74
Mar-2022,799.19,Jul-2022,953.71,1251.56,1193992.49,193992.49,646.92,0.33
Mar-2022,799.19,Ago-2022,904.35,1251.56,1131414.27,131414.27,706.86,0.54
Mar-2022,799.19,Sep-2022,921.01,1251.56,1152690.86,152690.86,286.56,0.19
Mar-2022,799.19,Oct-2022,955.89,1251.56,1196495.62,196495.62,422.14,0.21
Mar-2022,799.19,Nov-2022,917.05,1251.56,1147684.61,147684.61,335.43,0.23
Mar-2022,799.19,Dic-2022,875.66,1251.56,1096370.46,96370.46,686.35,0.71
Mar-2022,799.19,Ene-2023,826.34,1251.56,1033792.24,33792.24,671.13,1.99
Mar-2022,799.19,Feb-2023,798.26,1251.56,998748.44,-1251.56,562.74,44.96
Mar-2022,799.19,Mar-2023,809.50,1251.56,1013767.21,13767.21,867.18,6.30
Mar-2022,799.19,Abr-2023,803.84,1251.56,1006257.82,6257.82,439.52,7.02
Mar-2022,799.19,May-2023,798.64,1251.56,1000000.00,0.00,688.51,inf
Mar-2022,799.19,Jun-2023,799.87,1251.56,1001251.56,1251.56,400.77,32.02
Mar-2022,799.19,Jul-2023,813.40,1251.56,1017521.90,17521.90,742.29,4.24
Mar-2022,799.19,Ago-2023,855.66,1251.56,1071339.17,71339.17,680.40,0.95
Mar-2022,799.19,Sep-2023,884.40,1251.56,1106382.98,106382.98,763.43,0.72
Mar-2022,799.19,Oct-2023,926.35,1251.56,1158948.69,158948.69,713.41,0.45
Mar-2022,799.19,Nov-2023,886.61,1251.56,1110137.67,110137.67,752.25,0.68
Mar-2022,799.19,Dic-2023,874.67,1251.56,1095118.90,95118.90,673.53,0.71
Mar-2022,799.19,Ene-2024,907.99,1251.56,1136420.53,136420.53,282.69,0.21
Mar-2022,799.19,Feb-2024,963.44,1251.56,1205256.57,205256.57,836.98,0.41
Mar-2022,799.19,Mar-2024,967.93,1251.56,1211514.39,211514.39,375.64,0.18
Mar-2022,799.19,Abr-2024,960.14,1251.56,1201501.88,201501.88,460.84,0.23
Mar-2022,799.19,May-2024,917.88,1251.56,1148936.17,148936.17,423.36,0.28
Mar-2022,799.19,Jun-2024,926.08,1251.56,1158948.69,158948.69,375.65,0.24
Mar-2022,799.19,Jul-2024,937.56,1251.56,1173967.46,173967.46,830.05,0.48
Mar-2022,799.19,Ago-2024,929.90,1251.56,1163954.94,163954.94,401.89,0.25
Mar-2022,799.19,Sep-2024,926.21,1251.56,1158948.69,158948.69,538.30,0.34
Mar-2022,799.19,Oct-2024,933.81,1251.56,1168961.20,168961.20,515.76,0.31
Mar-2022,799.19,Nov-2024,971.60,1251.56,1216520.65,216520.65,790.05,0.36
Mar-2022,799.19,Dic-2024,982.30,1251.56,1229036.30,229036.30,667.55,0.29
Mar-2022,799.19,Ene-2025,1000.76,1251.56,1251564.46,251564.46,1248.01,0.50
Mar-2022,799.19,Feb-2025,956.62,1251.56,1197747.18,197747.18,760.54,0.38
Mar-2022,799.19,Mar-2025,932.55,1251.56,1167709.64,167709.64,841.09,0.50
Mar-2022,799.19,Abr-2025,961.96,1251.56,1204005.01,204005.01,336.31,0.16
Mar-2022,799.19,May-2025,941.01,1251.56,1177722.15,177722.15,292.51,0.16
Mar-2022,799.19,Jun-2025,938.04,1251.56,1173967.46,173967.46,329.16,0.19
Mar-2022,799.19,Jul-2025,951.55,1251.56,1191489.36,191489.36,846.74,0.44
Mar-2022,799.19,Ago-2025,966.30,1251.56,1209011.26,209011.26,662.78,0.32
Mar-2022,799.19,Sep-2025,960.37,1251.56,1201501.88,201501.88,748.55,0.37
Mar-2022,799.19,Oct-2025,953.97,1251.56,1193992.49,193992.49,321.41,0.17
Mar-2022,799.19,Nov-2025,935.70,1251.56,1171464.33,171464.33,654.09,0.38
Mar-2022,799.19,Dic-2025,916.16,1251.56,1146433.04,146433.04,472.77,0.32
Abr-2022,815.12,May-2022,849.39,1226.99,1041717.79,41717.79,631.67,1.51
Abr-2022,815.12,Jun-2022,857.77,1226.99,1052760.74,52760.74,437.27,0.83
Abr-2022,815.12,Jul-2022,953.71,1226.99,1170552.15,170552.15,528.26,0.31
Abr-2022,815.12,Ago-2022,904.35,1226.99,1109202.45,109202.45,592.58,0.54
Abr-2022,815.12,Sep-2022,921.01,1226.99,1130061.35,130061.35,178.63,0.14
Abr-2022,815.12,Oct-2022,955.89,1226.99,1173006.13,173006.13,307.67,0.18
Abr-2022,815.12,Nov-2022,917.05,1226.99,1125153.37,125153.37,226.99,0.18
Abr-2022,815.12,Dic-2022,875.66,1226.99,1074846.63,74846.63,575.58,0.77
Abr-2022,815.12,Ene-2023,826.34,1226.99,1013496.93,13496.93,566.21,4.20
Abr-2022,815.12,Feb-2023,798.26,1226.99,979141.10,-20858.90,463.06,2.22
Abr-2022,815.12,Mar-2023,809.50,1226.99,993865.03,-6134.97,760.19,12.39
Abr-2022,815.12,Abr-2023,803.84,1226.99,986503.07,-13496.93,341.59,2.53
Abr-2022,815.12,May-2023,798.64,1226.99,980368.10,-19631.90,586.24,2.99
Abr-2022,815.12,Jun-2023,799.87,1226.99,981595.09,-18404.91,304.04,1.65
Abr-2022,815.12,Jul-2023,813.40,1226.99,997546.01,-2453.99,637.41,25.97
Abr-2022,815.12,Ago-2023,855.66,1226.99,1050306.75,50306.75,571.97,1.14
Abr-2022,815.12,Sep-2023,884.40,1226.99,1084662.58,84662.58,650.26,0.77
Abr-2022,815.12,Oct-2023,926.35,1226.99,1136196.32,136196.32,596.55,0.44
Abr-2022,815.12,Nov-2023,886.61,1226.99,1088343.56,88343.56,638.96,0.72
Abr-2022,815.12,Dic-2023,874.67,1226.99,1073619.63,73619.63,563.12,0.76
Abr-2022,815.12,Ene-2024,907.99,1226.99,1114110.43,114110.43,176.29,0.15
Abr-2022,815.12,Feb-2024,963.44,1226.99,1181595.09,181595.09,713.58,0.39
Abr-2022,815.12,Mar-2024,967.93,1226.99,1187730.06,187730.06,260.75,0.14
Abr-2022,815.12,Abr-2024,960.14,1226.99,1177914.11,177914.11,345.16,0.19
Abr-2022,815.12,May-2024,917.88,1226.99,1126380.37,126380.37,313.08,0.25
Abr-2022,815.12,Jun-2024,926.08,1226.99,1136196.32,136196.32,265.42,0.19
Abr-2022,815.12,Jul-2024,937.56,1226.99,1150920.25,150920.25,709.57,0.47
Abr-2022,815.12,Ago-2024,929.90,1226.99,1141104.29,141104.29,290.70,0.21
Abr-2022,815.12,Sep-2024,926.21,1226.99,1136196.32,136196.32,424.88,0.31
Abr-2022,815.12,Oct-2024,933.81,1226.99,1146012.27,146012.27,401.89,0.28
Abr-2022,815.12,Nov-2024,971.60,1226.99,1192638.04,192638.04,666.58,0.35
Abr-2022,815.12,Dic-2024,982.30,1226.99,1204907.98,204907.98,545.37,0.27
Abr-2022,815.12,Ene-2025,1000.76,1226.99,1226993.87,226993.87,1112.44,0.49
Abr-2022,815.12,Feb-2025,956.62,1226.99,1174233.13,174233.13,639.31,0.37
Abr-2022,815.12,Mar-2025,932.55,1226.99,1144785.28,144785.28,720.95,0.50
Abr-2022,815.12,Abr-2025,961.96,1226.99,1180368.10,180368.10,222.85,0.12
Abr-2022,815.12,May-2025,941.01,1226.99,1154601.23,154601.23,182.25,0.12
Abr-2022,815.12,Jun-2025,938.04,1226.99,1150920.25,150920.25,218.51,0.14
Abr-2022,815.12,Jul-2025,951.55,1226.99,1168098.16,168098.16,724.37,0.43
Abr-2022,815.12,Ago-2025,966.30,1226.99,1185276.07,185276.07,542.48,0.29
Abr-2022,815.12,Sep-2025,960.37,1226.99,1177914.11,177914.11,627.22,0.35
Abr-2022,815.12,Oct-2025,953.97,1226.99,1170552.15,170552.15,209.14,0.12
Abr-2022,815.12,Nov-2025,935.70,1226.99,1148466.26,148466.26,537.29,0.36
Abr-2022,815.12,Dic-2025,916.16,1226.99,1123926.38,123926.38,361.75,0.29
May-2022,849.39,Jun-2022,857.77,1177.86,1010600.71,10600.71,735.00,6.93
May-2022,849.39,Jul-2022,953.71,1177.86,1123674.91,123674.91,857.62,0.69
May-2022,849.39,Ago-2022,904.35,1177.86,1064782.10,64782.10,900.99,1.39
May-2022,849.39,Sep-2022,921.01,1177.86,1084805.65,84805.65,509.87,0.60
May-2022,849.39,Oct-2022,955.89,1177.86,1126030.62,126030.62,646.60,0.51
May-2022,849.39,Nov-2022,917.05,1177.86,1080094.23,80094.23,554.82,0.69
May-2022,849.39,Dic-2022,875.66,1177.86,1031802.12,31802.12,874.38,2.75
May-2022,849.39,Ene-2023,826.34,1177.86,972909.31,-27090.69,847.02,3.13
May-2022,849.39,Feb-2023,798.26,1177.86,939929.33,-60070.67,737.71,1.23
May-2022,849.39,Mar-2023,809.50,1177.86,954063.60,-45936.40,1027.35,2.24
May-2022,849.39,Abr-2023,803.84,1177.86,946996.47,-53003.53,623.31,1.18
May-2022,849.39,May-2023,798.64,1177.86,941107.18,-58892.82,856.33,1.45
May-2022,849.39,Jun-2023,799.87,1177.86,942285.04,-57714.96,585.80,1.01
